4.316197866666669399e+07,-2.092246078721350990e+06,9.713542908472822979e+06,-1.070030005055040866e+07,8.225740721525403671e+06,1.191368657179396600e+07,1.147933416343964264e+07,5.526325215652003884e+06,-1.199249708363858052e+07,-4.427163119784230366e+06,8.758380230060478672e+06,1.221145868376606330e+07,9.376776868571817875e+06,-3.638589387267763726e+06,-2.548151139206578955e+06,-1.791903851373902708e+07
1.250341794076369144e+07,1.212515211835196614e+07,4.454188654414389282e+06,6.800972316411657259e+06,-6.627525432933831587e+06,2.031292696484219516e+06,-4.341065271384633379e+05,9.635311931496754289e+06,-2.224235927587770857e+06,8.272696170489801094e+06,-8.924796488161405548e+06,-1.547563501120858826e+07,2.146505052954104729e+06,-1.047465989799272455e+07,-1.564494950090941228e+07,-2.384264192997989804e+07
-1.728183158975172788e+07,2.397559675323314965e+06,-1.586634185121816769e+07,-4.381119745156568475e+06,1.195892101187168434e+07,-5.021906686450049281e+06,-2.321046229713694192e+06,-2.015199054259583354e+07,-8.351504328799346462e+06,-6.892472402543960139e+06,-3.115649344125512987e+06,-2.453548470010093413e+06,-1.472514519569839723e+07,-6.854693665368108079e+06,8.563484732597887516e+06,5.362104668809467927e+06
-1.757667386256659031e+07,-7.414933541536383331e+06,-1.179803442212743871e+07,-1.085958207091389783e+07,-3.963888764485938009e+06,5.300208058860117570e+06,3.295062301501608454e+05,-1.667982631135158055e+07,3.704295118179666810e+06,3.717901986330551095e+06,5.316450796383704990e+06,2.971589214376480784e+06,3.795628308154486120e+06,1.034387737087796256e+07,1.220974668506219983e+06,6.643750821614946239e+06
-4.526735669202836230e+06,8.267922748458440416e+06,2.568601229297507554e+06,-1.089314536070588417e+07,-8.345271447986374609e+06,1.418856999545202218e+07,7.832440677314681932e+06,3.329035597681853175e+07,-5.675649613761091605e+06,1.308708800530522317e+07,-7.600095023410265334e+06,1.783523081681332365e+07,-1.523086909382200800e+06,9.005551132900450379e+06,-4.803122225971795619e+06,2.037295093868076429e+07
-7.238239592676477507e+06,1.131246052987565473e+07,2.458738210763231665e+07,5.658339830777573399e+06,-8.136931906673699617e+06,-7.024430755262305960e+06,-7.539167788406413980e+06,1.214933044926619343e+07,-8.059393591989925131e+06,1.585786486709508672e+07,-7.264319894239248708e+06,-9.430700682742789388e+06,5.618704858861749060e+06,1.320748201998093165e+07,1.477908518556509539e+07,-1.160004292646565288e+07
1.394224071455506608e+07,-1.748791149394632876e+07,2.184889258181639761e+07,1.113892638839209080e+07,-9.218050167660530657e+06,-2.333595127866847813e+07,-1.658029960653009266e+07,2.322483187789541669e+06,-2.470341472835239954e+06,-4.933764786001889035e+06,-9.954052815374448895e+06,3.607418015243554488e+06,-1.396473572976155579e+07,4.953082361346779391e+06,-9.602711185562055558e+06,-7.610352337272535078e+06
7.650900671529676765e+04,-2.326019797575758025e+07,-1.654452504566530697e+06,2.150232534711572528e+07,7.096327475397701375e+06,6.486650788884712383e+06,4.541140004877531901e+06,-8.443979407007431611e+06,-8.886121326519422233e+06,8.336996411888813600e+05,8.753308289661128074e+05,-9.167023017410781235e+06,-1.786858045583356544e+07,-3.454802605608899146e+06,-1.105809774786334485e+07,1.383351221626475453e+05
8.161033258159226738e+06,-7.353478410254655406e+06,-1.037374418328713439e+07,-1.652185862662083469e+06,2.193617602911786735e+07,-6.415373389343870804e+06,1.462262402941303328e+07,9.267550809470295906e+06,2.525754651677861344e+06,-4.580046600192729384e+06,-8.010126055772218853e+06,1.137393686202268675e+07,1.991607060635556653e+07,-1.165964292322941124e+06,6.481774522015752271e+06,-7.716510064123605378e+06
6.905162670826119371e+06,-3.540100066559850238e+06,-1.909923457500604913e+06,-1.846544514543566853e+07,-2.476033356773634441e+06,-1.453826769689607620e+07,1.192345371360542253e+07,-3.383708909397447016e+06,2.014790067524844408e+07,7.924083813951512799e+06,1.031430048211500794e+07,-7.601193914561077952e+06,6.800642296325547621e+06,-1.060966318803902343e+07,1.765653516059083119e+07,-6.037495936181107536e+06
8.037030431717225350e+06,-5.280585739251144230e+06,-1.148184344879598916e+07,1.247339257892577443e+05,6.112023121214603074e+06,1.050930152592397109e+07,-2.595125115655410662e+07,-1.179086469862385094e+07,3.295495286854343023e+06,8.822296572830609977e+06,-5.528710017916829325e+06,-2.008245177052147221e+06,-9.562478637955389917e+06,-1.029914678426140733e+07,-4.089618777708570473e+06,1.749488192423840612e+07
-3.054171770628470927e+06,9.915133159710258245e+06,7.252741365098744631e+06,-1.059554477622963302e+07,3.358938317327749915e+06,4.946354191124348901e+06,-3.278157046071278397e+06,-1.871049830318251252e+07,-1.915467446515973285e+07,3.229107645466092043e+06,1.363502871397118270e+07,2.284433659469663166e+06,1.070894340832527727e+07,-4.418808202117005363e+06,-4.357072734029522166e+06,6.307325912153234705e+06
